JobTitle,Location,Industry,Employment Type,seniorityLevel,JobFunction,CompanyName,JobPostedon
Sr. Financial & Planning Performance Management Analyst Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Business Development. Sales,Saudi Aramco,23-07-17
IT Infrastructure Engineer Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Information Technology,Saudi Aramco,8/5/17
Metal Evaluator Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,22-07-17
Financial Accounting Advisor Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Finance. Sales,Saudi Aramco,7/5/17
Special Education Teacher Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Education. Training,Saudi Aramco,21-06-17
PostTransaction Implementation Specialist Transaction Development Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Information Technology,Saudi Aramco,7/6/17
Cost Engineer Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Management. Manufacturing,Saudi Aramco,22-05-17
Petrochemical Manufacturing Specialist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Management. Manufacturing,Saudi Aramco,23-07-17
Financial Accounting Consolidation Consultant Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Business Development. Sales,Saudi Aramco,7/5/17
Petrochemicals Specialist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,17-07-17
Senior Consultant Refining Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,7/5/17
Financial Development Analyst Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Finance. Sales,Saudi Aramco,8/5/17
Senior Enterprise Architect Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,7/5/17
Project Engineer Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,22-05-17
Process Engineer Utility Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Management. Manufacturing,Saudi Aramco,22-05-17
Refining Economics Specialist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,16-05-17
Aromatics Technology Specialist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,22-07-17
Intermediate Elementary Teacher Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Education. Training,Saudi Aramco,21-06-17
Mechanical Engineer Stationary Equipment Engineer Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,7/5/17
Process Engineer Linear Programming Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Management. Manufacturing,Saudi Aramco,14-05-17
Process Modeling & Optimization Engineer Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,7/5/17
Strategic Performance Advisor Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Business Development. Sales,Saudi Aramco,7/5/17
Program Development & Evaluation Analyst Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Business Development. Sales,Saudi Aramco,7/5/17
VAT Accounting Analyst Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Finance. Sales,Saudi Aramco,27-06-17
Petroleum Engineering Economist / Upstream Development Strategy Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Finance. Sales,Saudi Aramco,15-05-17
Supervising Operator Oil Refinery Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,8/5/17
Upstream Oil & Gas Strategist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,7/5/17
Process Automation Systems Engineer Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,19-06-17
General Instrumentation Engineer Refinery Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,14-05-17
Well Planning and Delivery Specialist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Project Management. Information Technology,Saudi Aramco,13-05-17
Gas Reservoir Management Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,7/5/17
Electronic Maintenance Technician Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,19-06-17
Prospect Generator Attribute analysis background Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,13-05-17
Scheduling Engineer Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,7/5/17
Crude Oil Processing Engineer Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,7/5/17
Planning & Financial Analyst Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Finance. Sales,Saudi Aramco,16-05-17
Financial Business Systems Analyst Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Business Development. Sales,Saudi Aramco,17-05-17
Safety Coordinator Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Management. Manufacturing,Saudi Aramco,7/5/17
Occupational Medicine Consultant Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,8/5/17
Business Development Specialist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Business Development. Sales,Saudi Aramco,7/5/17
Seismic Data Processing Geophysicist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Research. Analyst. Information Technology,Saudi Aramco,7/5/17
Offshore Structural Engineering Specialist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Management. Manufacturing,Saudi Aramco,7/5/17
Process Safety Engineer Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,7/5/17
Seismic Interpreter Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,8/5/17
Integrated Solution Implementation Specialist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Information Technology,Saudi Aramco,7/5/17
Hydrocarbon Liquid Custody Transfer Measurement Engineer Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,7/5/17
Sedimentologist/Stratigrapher Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,13-05-17
Lubricant Finished Products Sales Specialist Automotive Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,8/5/17
Chemicals Business Specialist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Customer Service. Information Technology,Saudi Aramco,7/5/17
Program Development & Evaluation Analyst Knowledge Management Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Business Development. Sales,Saudi Aramco,7/5/17
Investment Services Specialist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,7/5/17
Job Evaluation Specialist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Other,Saudi Aramco,7/5/17
Engineering Specialist Manufacturing Operations Management MOM Solution Architect Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Management. Manufacturing,Saudi Aramco,7/5/17
Data Analytics & Integrated Solutions Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,8/5/17
Polyolefins Technology Specialist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,7/5/17
Wellhead Specialist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,7/5/17
Energy Optimization Engineer Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,7/5/17
Maintenance Engineer Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Management. Manufacturing,Saudi Aramco,7/5/17
Environmental Scientist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Other,Saudi Aramco,7/5/17
Senior Downstream Strategist _研 Refining & Chemicals Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,8/5/17
Financial Economic Modeler Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,8/5/17
Financial Analyst Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Finance. Sales,Saudi Aramco,7/5/17
HP ArcSight Senior Analyst Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,7/5/17
Speech/Technical Writer Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Marketing. Public Relations. Writing/Editing,Saudi Aramco,7/5/17
Energy Demand Professional Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,7/5/17
Real Assets Specialist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Finance. Sales,Saudi Aramco,7/5/17
Engineering Specialist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Management. Manufacturing,Saudi Aramco,7/5/17
Petroleum Engineering Business Planning & Performance Specialist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,8/5/17
Gas Facilities Planning Specialist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Other,Saudi Aramco,8/5/17
Flow Assurance Engineering Specialist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Management. Manufacturing,Saudi Aramco,7/5/17
Contracts Advisor Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,7/5/17
Maintenance Engineer Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Management. Manufacturing,Saudi Aramco,8/5/17
Financial Development Analyst Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Finance. Sales,Saudi Aramco,8/5/17
Field Compliance Coordinator Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Finance. Sales,Saudi Aramco,7/5/17
Technology Strategist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,7/5/17
Contracts Advisor Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,7/5/17
Contracts Advisor Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,10/5/17
Estimating Engineer Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Management. Manufacturing,Saudi Aramco,8/5/17
GEOPHYSICIST Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Research. Analyst. Information Technology,Saudi Aramco,21-06-17
Financial & Planning Performance Management Analyst Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Business Development. Sales,Saudi Aramco,14-05-17
Estimating Engineer Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Management. Manufacturing,Saudi Aramco,19-06-17
Field Compliance Coordinator Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Finance. Sales,Saudi Aramco,7/5/17
Oil Reservoir Management,Houston; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Mid-Senior level,Other,Saudi Aramco,27-07-17
Contracts Advisor Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,30-06-17
Technology Commercialization Specialist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,1/8/17
Field Compliance Coordinator,Houston; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Finance. Sales,Saudi Aramco,27-07-17
Corporate Finance Analyst Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Finance. Sales,Saudi Aramco,19-06-17
Contracts Advisor,Houston; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Legal,Saudi Aramco,27-07-17
Corporate Finance Analyst,Houston; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Finance. Sales,Saudi Aramco,27-07-17
Financial Development Analyst,Houston; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Finance. Sales,Saudi Aramco,27-07-17
Technology Strategist Based in Dhahran SA,London; GB,Electrical/Electronic Manufacturing. Oil & Energy. Renewables & Environment,Full-time,Not Applicable,Engineering. Information Technology,Saudi Aramco,1/8/17
Contracts Advisor,Houston; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Legal,Saudi Aramco,27-07-17
Technology Strategist,Houston; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Engineering. Information Technology,Saudi Aramco,2/8/17
Field Compliance Coordinator,Houston; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Finance. Sales,Saudi Aramco,27-07-17
Estimating Engineer,Houston; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Saudi Aramco,27-07-17
Contracts Advisor,Houston; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Legal,Saudi Aramco,27-07-17
Financial & Planning Performance Management Analyst,Houston; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Business Development. Sales,Saudi Aramco,27-07-17
Technology Strategist,Houston; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Engineering. Information Technology,Saudi Aramco,27-07-17
GEOPHYSICIST,Houston; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Research. Analyst. Information Technology,Saudi Aramco,27-07-17
Technology Commercialization Specialist,Houston; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Other,Saudi Aramco,2/8/17
Lead Electrical Engineer,Greater Noida; IN,Civil Engineering. Mechanical or Industrial Engineering. Oil & Energy,Full-time,Associate,Engineering. Information Technology,Amec Foster Wheeler,8/4/17
Data Entry Clerk,Lysekil; SE,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Administrative,Amec Foster Wheeler,25-07-17
Mechanical Engineer,Newcastle upon Tyne; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,14-07-17
Civil Engineer,Newcastle upon Tyne; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,14-07-17
Portfolio Planning Engineer Site Based,Redcar and Cleveland; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Amec Foster Wheeler,20-07-17
Pipe Field Engineer,St. Lawrence County; NY; US,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,14-07-17
Mechanical / Reliability Engineer,Aberdeen; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Amec Foster Wheeler,22-08-17
Amec Foster Wheeler Job Vacancy : Senior Cost & Planning Engineer,Accra; GH,Construction. Mechanical or Industrial Engineering. Oil & Energy,Full-time,Associate,Management. Manufacturing,Amec Foster Wheeler,8/1/17
Safety Case Engineer,Barnwood; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Amec Foster Wheeler,24-08-17
QA / QC Engineer,East Ayrshire; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Quality Assurance,Amec Foster Wheeler,19-06-17
Inspection Engineer /Coordinator,Reading; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Quality Assurance,Amec Foster Wheeler,14-07-17
Project Engineer,Bowmanville; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,14-06-17
Process Engineer Coop,Philadelphia; PA; US,Construction. Civil Engineering. Oil & Energy,Full-time,Internship,Management. Manufacturing,Amec Foster Wheeler,31-08-17
Civil & Structural Engineer,Reading; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,8/3/17
Geotechnical Engineer,Reading; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,28-07-17
Electrical Engineer,Newcastle upon Tyne; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,14-07-17
Amec Foster Wheeler Job Vacancy : Senior Facilities Engineer,Accra; GH,Construction. Mechanical or Industrial Engineering. Oil & Energy,Full-time,Associate,Management. Manufacturing,Amec Foster Wheeler,15-07-17
Electrical Field Construction Engineer,Atlanta; GA; US,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,15-07-17
Entrylevel Piping Engineer,Atlanta; GA; US,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,14-07-17
Senior Project Engineer Interconnecting Pipework,Muscat; OM,Construction. Civil Engineering. Oil & Energy,Full-time,Associate,Management. Manufacturing,Amec Foster Wheeler,14-08-17
Civils Project Engineer UKPN Alliance,London; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,15-06-17
Junior CAD Engineer,Reading; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Design. Art/Creative. Information Technology,Amec Foster Wheeler,14-06-17
Junior CAD Engineer contract role,Reading; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Design. Art/Creative. Information Technology,Amec Foster Wheeler,14-07-17
Cost Engineer,Seascale; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Amec Foster Wheeler,14-07-17
Planning Engineer,Warrington; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Amec Foster Wheeler,15-06-17
Site Administrator,Newport; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Information Technology,Amec Foster Wheeler,24-08-17
Mechanical Engineer contract role,Reading; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,28-07-17
Structural Engineer,Atlanta; GA; US,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,28-06-17
Assistant Mechanical Engineer,Newcastle upon Tyne; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,14-07-17
Associate Geotechnical Engineer,Atlanta; GA; US,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,6/7/17
Environmental Professional Scientist / Engineer,Winnipeg; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Other,Amec Foster Wheeler,14-06-17
Principal Instrument and Control Engineer,Aberdeen; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,24-05-17
Document Controller,Accra; GH,Construction. Civil Engineering. Oil & Energy,Full-time,Director,Administrative,Amec Foster Wheeler,14-06-17
Maintenance Build Engineer MultiDiscipline,Aberdeen; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,14-08-17
C&I Engineer Newcastle,Newcastle upon Tyne; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,27-07-17
Commissioning Engineer,Reading; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,25-06-17
Field Engineer,Grayling; MI; US,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,14-06-17
Principal Rotating Equipment Engineer,Reading; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,14-07-17
Technology / Vessel & Heat Transfer Engineer,Istanbul; TR,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Research. Analyst. Information Technology,Amec Foster Wheeler,8/6/17
Administrative Assistant,Orlando; FL; US,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Administrative,Amec Foster Wheeler,31-07-17
Project Engineer Graduate,Milano; IT,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,14-06-17
Electrical Maintenance Shift Engineer,Reading; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,14-07-17
Project Engineer Construction PMR,Bridgwater; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,14-06-17
Senior Estimating Engineer,Reading; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Amec Foster Wheeler,14-07-17
Senior Project Engineer Instrument and Control,Muscat; OM,Construction. Civil Engineering. Oil & Energy,Full-time,Associate,Management. Manufacturing,Amec Foster Wheeler,14-08-17
Senior Project Engineer Solid Handling / Pipelines,Muscat; OM,Construction. Civil Engineering. Oil & Energy,Full-time,Associate,Management. Manufacturing,Amec Foster Wheeler,14-08-17
Piping Designer,Redcar and Cleveland; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,24-08-17
HSEQ Engineer PMR Hunterston,West Kilbride; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,14-07-17
Field PCS Engineer,Eastern Province; KE,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,22-06-17
Civil 3D Design CAD Technician / Engineer,Westerville; OH; US,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Design. Art/Creative. Information Technology,Amec Foster Wheeler,15-06-17
Senior Civil Design Engineer Substations OHL Cabling,Leicester; GB,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,15-06-17
Project Engineer Intermediate,Calgary; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,31-08-17
Amec Foster Wheeler Job Vacancy : Human Resources Lead,Accra; GH,Construction. Mechanical or Industrial Engineering. Oil & Energy,Full-time,Associate,Human Resources,Amec Foster Wheeler,25-07-17
Staff Accountant,Atlanta; GA; US,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Accounting/Auditing. Finance,Amec Foster Wheeler,23-07-17
Junior / Intermediate Electrical Designer,Vancouver; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Amec Foster Wheeler,14-07-17
